69
55
63
9
7
12
6
9
19
2
9
64
53
10
22
10
53
45
68
1
2
58
59
72
7
2
10
4
33
3
9
26
51
65
59
2
8
54
7
75
44
3
11
59
69
14
49
63
71
20
10
3
0
55
73
73
5
2
2
2
61
4
67
58
59
56
8
72
32
9
73
62
24
54
54
67
59
8
61
47
65
58
24
71
67
73
0
75
51
71
72
59
47
48
56
68
63
66
61
10
